SandboxOperationsService," https //prod support services powerplatform com/api/deflectiondata/org Fetch Xml Data?entity Type=systemusers  Exceptions  Diagnostic Call Exception call exception returned status Code  Internal Server Error with message  ""error""  ""namespace"" "" Deflection Data Controller"" ""code"" "" Diagnostic Exception"" ""message"" "" The  Diagnostic  Operation  Get Org Fetch Xml Data failed with exception""      Deflection Engine  Utils  Http Helper  Retrieve Json Diagnostic Data Async "
SandboxOperationsService,  System  Net  Http Web Request  End Get Request Stream    System  Net  Http  Http Client Handler  Get Request Stream Callback   
CRMPortalProvisioning,     Microsoft  Service Bus  Common  Async Result  End  Async Resul       Microsoft  Service Bus  Messaging  Iterator Async Result     Run Synchronously      Microsoft  Service Bus  Messaging  Message Sender  Send      Microsoft  Service Bus  Messaging  Message Sender  Send      Microsoft  Service Bus  Messaging  Topic Client  Send Batch      Microsoft  Customer Engagement  Portal Hosting  Job Message Distributor  Distributor Util   Display Class          
COMMONDATASERVICECDS\SolutionsFramework,  Microsoft  Crm  Business Entities  Crm Duplicate Record Exception   Cannot insert duplicate key exception when executing non query   System  Data  Sql Client  Sql Command  Exception   System  Data  Sql Client  Sql Exception    Violation   constraint    Role Privileges    Cannot insert duplicate key object  dbo  Role Privileges Base    The duplicate key value     The statement has been terminated       System  Data  Sql Client  Sql Connection  Error      System  Data  Sql Client  Tds Parser  Throw Exception And Warning      System  Data  Sql Client  Tds Parser  Try Run      System  Data  Sql Client  Sql Command  Finish Execute Reader      System  Data  Sql Client  Sql Command  Run Execute Reader Tds      System  Data  Sql Client  Sql Command  Run Execute Reader      System  Data  Sql Client  Sql Command  Internal Execute Non Query      System  Data  Sql Client  Sql Command  Execute Non Query      Microsoft  Crm  Crm Connection  Lock Connection And Execute Method  Resul       Microsoft  Crm  Crm Connection  Internal Execute With Retry  Resul       Microsoft  Crm  Crm Connection   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Platform  Server  Data Engine  Sql Data Access Manager  Execute Non Query      Microsoft  Crm  Business Entities  Business Process Object  Execute Non Query      Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create   Client Connection aa                     Error  Number     State     Class      Client Connection before routing                  Routing  Destination  dde      northeurope   worker database windows net         Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition  Execute      Microsoft  Crm  Business Entities  Business Process Object  Create      Microsoft  Crm  Business Entities  Business Process Object   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Object Model  Provisioned Entity     Create      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges From Collection      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges For Import      Microsoft  Crm  Tools  Import Export Publish  Import Security Role Handler  Import Item      Microsoft  Crm  Tools  Import Export Publish  Import Handler  Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Import And Update Progress      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Process Handlers      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute 
COMMONDATASERVICECDS\SolutionsFramework,  Microsoft  Crm  Business Entities  Crm Duplicate Record Exception   Cannot insert duplicate key exception when executing non query   System  Data  Sql Client  Sql Command  Exception   System  Data  Sql Client  Sql Exception    Violation   constraint    Role Privileges    Cannot insert duplicate key object  dbo  Role Privileges Base    The duplicate key value     The statement has been terminated       System  Data  Sql Client  Sql Connection  Error      System  Data  Sql Client  Tds Parser  Throw Exception And Warning      System  Data  Sql Client  Tds Parser  Try Run      System  Data  Sql Client  Sql Command  Finish Execute Reader      System  Data  Sql Client  Sql Command  Run Execute Reader Tds      System  Data  Sql Client  Sql Command  Run Execute Reader      System  Data  Sql Client  Sql Command  Internal Execute Non Query      System  Data  Sql Client  Sql Command  Execute Non Query      Microsoft  Crm  Crm Connection  Lock Connection And Execute Method  Resul       Microsoft  Crm  Crm Connection  Internal Execute With Retry  Resul       Microsoft  Crm  Crm Connection   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Platform  Server  Data Engine  Sql Data Access Manager  Execute Non Query      Microsoft  Crm  Business Entities  Business Process Object  Execute Non Query      Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create   Client Connection  ebf                 Error  Number     State     Class      Client Connection before routing             bffa     Routing  Destination        northeurope   worker database windows net         Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition  Execute      Microsoft  Crm  Business Entities  Business Process Object  Create      Microsoft  Crm  Business Entities  Business Process Object   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Object Model  Provisioned Entity     Create      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges From Collection      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges For Import      Microsoft  Crm  Tools  Import Export Publish  Import Security Role Handler  Import Item      Microsoft  Crm  Tools  Import Export Publish  Import Handler  Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Import And Update Progress      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Process Handlers      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute 
COMMONDATASERVICECDS\SolutionsFramework,  Microsoft  Crm  Business Entities  Crm Duplicate Record Exception   Cannot insert duplicate key exception when executing non query   System  Data  Sql Client  Sql Command  Exception   System  Data  Sql Client  Sql Exception    Violation   constraint    Role Privileges    Cannot insert duplicate key object  dbo  Role Privileges Base    The duplicate key value     The statement has been terminated       System  Data  Sql Client  Sql Connection  Error      System  Data  Sql Client  Tds Parser  Throw Exception And Warning      System  Data  Sql Client  Tds Parser  Try Run      System  Data  Sql Client  Sql Command  Finish Execute Reader      System  Data  Sql Client  Sql Command  Run Execute Reader Tds      System  Data  Sql Client  Sql Command  Run Execute Reader      System  Data  Sql Client  Sql Command  Internal Execute Non Query      System  Data  Sql Client  Sql Command  Execute Non Query      Microsoft  Crm  Crm Connection  Lock Connection And Execute Method  Resul       Microsoft  Crm  Crm Connection  Internal Execute With Retry  Resul       Microsoft  Crm  Crm Connection   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Platform  Server  Data Engine  Sql Data Access Manager  Execute Non Query      Microsoft  Crm  Business Entities  Business Process Object  Execute Non Query      Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create   Client Connection   fcee              acb     Error  Number     State     Class      Client Connection before routing          beba acea        Routing  Destination       westeurope   worker database windows net         Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition  Execute      Microsoft  Crm  Business Entities  Business Process Object  Create      Microsoft  Crm  Business Entities  Business Process Object   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Object Model  Provisioned Entity     Create      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges From Collection      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges For Import      Microsoft  Crm  Tools  Import Export Publish  Import Security Role Handler  Import Item      Microsoft  Crm  Tools  Import Export Publish  Import Handler  Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Import And Update Progress      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Process Handlers      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute 
COMMONDATASERVICECDS\SolutionsFramework,  Microsoft  Crm  Business Entities  Crm Duplicate Record Exception   Cannot insert duplicate key exception when executing non query   System  Data  Sql Client  Sql Command  Exception   System  Data  Sql Client  Sql Exception    Violation   constraint    Role Privileges    Cannot insert duplicate key object  dbo  Role Privileges Base    The duplicate key value     The statement has been terminated       System  Data  Sql Client  Sql Connection  Error      System  Data  Sql Client  Tds Parser  Throw Exception And Warning      System  Data  Sql Client  Tds Parser  Try Run      System  Data  Sql Client  Sql Command  Finish Execute Reader      System  Data  Sql Client  Sql Command  Run Execute Reader Tds      System  Data  Sql Client  Sql Command  Run Execute Reader      System  Data  Sql Client  Sql Command  Internal Execute Non Query      System  Data  Sql Client  Sql Command  Execute Non Query      Microsoft  Crm  Crm Connection  Lock Connection And Execute Method  Resul       Microsoft  Crm  Crm Connection  Internal Execute With Retry  Resul       Microsoft  Crm  Crm Connection   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Platform  Server  Data Engine  Sql Data Access Manager  Execute Non Query      Microsoft  Crm  Business Entities  Business Process Object  Execute Non Query      Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create   Client Connection   ee               Error  Number     State     Class      Client Connection before routing   fdb            dcd   eefe   Routing  Destination        northeurope   worker database windows net         Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition  Execute      Microsoft  Crm  Business Entities  Business Process Object  Create      Microsoft  Crm  Business Entities  Business Process Object   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Object Model  Provisioned Entity     Create      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges From Collection      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges For Import      Microsoft  Crm  Tools  Import Export Publish  Import Security Role Handler  Import Item      Microsoft  Crm  Tools  Import Export Publish  Import Handler  Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Import And Update Progress      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Process Handlers      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute 
COMMONDATASERVICECDS\SolutionsFramework,  Microsoft  Crm  Business Entities  Crm Duplicate Record Exception   Cannot insert duplicate key exception when executing non query   System  Data  Sql Client  Sql Command  Exception   System  Data  Sql Client  Sql Exception    Violation   constraint    Role Privileges    Cannot insert duplicate key object  dbo  Role Privileges Base    The duplicate key value     The statement has been terminated       System  Data  Sql Client  Sql Connection  Error      System  Data  Sql Client  Tds Parser  Throw Exception And Warning      System  Data  Sql Client  Tds Parser  Try Run      System  Data  Sql Client  Sql Command  Finish Execute Reader      System  Data  Sql Client  Sql Command  Run Execute Reader Tds      System  Data  Sql Client  Sql Command  Run Execute Reader      System  Data  Sql Client  Sql Command  Internal Execute Non Query      System  Data  Sql Client  Sql Command  Execute Non Query      Microsoft  Crm  Crm Connection  Lock Connection And Execute Method  Resul       Microsoft  Crm  Crm Connection  Internal Execute With Retry  Resul       Microsoft  Crm  Crm Connection   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Platform  Server  Data Engine  Sql Data Access Manager  Execute Non Query      Microsoft  Crm  Business Entities  Business Process Object  Execute Non Query      Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create   Client Connection   eafb              cba      Error  Number     State     Class      Client Connection before routing     ffff             Routing  Destination   tr   northeurope   worker database windows net         Microsoft  Crm  Platform  Solution Aware Components  Create Instance Action Base  Execute Create      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Platform  Solution Aware Components  Component State Transition  Execute      Microsoft  Crm  Business Entities  Business Process Object  Create      Microsoft  Crm  Business Entities  Business Process Object   Display Class               Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute  Resul       Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute  Resul       Microsoft  Crm  Object Model  Provisioned Entity     Create      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges From Collection      Microsoft  Crm  Object Model  Role Service Internal     Add Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges Internal      Microsoft  Crm  Object Model  Role Service Internal     Replace Privileges For Import      Microsoft  Crm  Tools  Import Export Publish  Import Security Role Handler  Import Item      Microsoft  Crm  Tools  Import Export Publish  Import Handler  Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute      Microsoft  Xrm  Telemetry  Xrm Telemetry Extensions  Execute      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Import And Update Progress      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Process Handlers      Microsoft  Crm  Tools  Import Export Publish  Root Import Handler  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import      Microsoft  Crm  Tools  Import Export Publish  Import Xml  Run Import Internal      Microsoft  Power Apps  Core Framework  Activity Logger Extensions  Execute 
